job_title,required_skills,salary_usd,experience_level,industry,salary_bucket
ai architect,"sql, pytorch, linux",75958.0,En,Telecommunications,50–100K
machine learning researcher,"gcp, azure, git",70130.0,Mi,Manufacturing,50–100K
deep learning engineer,"computer vision, sql, gcp",50605.0,En,Energy,50–100K
ai software engineer,"java, tableau, computer vision, tensorflow, kubernetes",120068.0,Mi,Energy,100–150K
ai specialist,"sql, docker, python, java",51178.0,En,Media,50–100K
head of ai,"hadoop, mathematics, gcp",60646.0,Mi,Technology,50–100K
ai consultant,"computer vision, sql, hadoop",183449.0,Ex,Media,150–200K
research scientist,"scala, linux, hadoop, java, git",89183.0,Mi,Consulting,50–100K
ai architect,"aws, pytorch, tensorflow, linux",157517.0,Ex,Government,150–200K
computer vision engineer,"tensorflow, data visualization, azure",129483.0,Se,Retail,100–150K
ai specialist,"data visualization, sql, git, mathematics",89056.0,Mi,Media,50–100K
ai research scientist,"git, data visualization, mathematics, python",56311.0,En,Media,50–100K
machine learning engineer,"linux, r, azure",201525.0,Ex,Government,200K+
data engineer,"mathematics, hadoop, git, statistics, java",69734.0,Mi,Automotive,50–100K
machine learning engineer,"git, data visualization, kubernetes",147728.0,Se,Automotive,100–150K
research scientist,"kubernetes, linux, data visualization, tensorflow",74606.0,En,Energy,50–100K
research scientist,"java, python, spark, sql, mlops",86918.0,Mi,Energy,50–100K
deep learning engineer,"hadoop, scala, mlops",33035.0,En,Telecommunications,<50K
data analyst,"tableau, sql, python, tensorflow",89198.0,En,Telecommunications,50–100K
ai software engineer,"git, java, linux, sql, mathematics",58700.0,Mi,Gaming,50–100K
robotics engineer,"kubernetes, azure, scala",52177.0,Mi,Gaming,50–100K
ai software engineer,"aws, tensorflow, computer vision",85222.0,En,Automotive,50–100K
ai architect,"scala, java, mathematics",144798.0,Se,Transportation,100–150K
ml ops engineer,"python, tensorflow, nlp, scala, data visualization",46095.0,En,Media,<50K
ai consultant,"aws, kubernetes, statistics, tableau",91777.0,Se,Government,50–100K
ai consultant,"r, statistics, sql, kubernetes, gcp",175663.0,Ex,Healthcare,150–200K
ai software engineer,"java, git, computer vision, mathematics",85205.0,En,Manufacturing,50–100K
ai consultant,"sql, pytorch, tensorflow, hadoop",142913.0,Se,Education,100–150K
ai product manager,"java, aws, git, spark",79684.0,En,Energy,50–100K
robotics engineer,"java, linux, azure",289312.0,Ex,Consulting,200K+
ai software engineer,"pytorch, statistics, linux",49339.0,Mi,Consulting,<50K
ml ops engineer,"sql, computer vision, mlops",71794.0,Se,Technology,50–100K
computer vision engineer,"sql, azure, data visualization, gcp",87273.0,Mi,Finance,50–100K
ml ops engineer,"r, azure, mathematics, tensorflow, python",38316.0,En,Automotive,<50K
ml ops engineer,"mlops, hadoop, tensorflow",74721.0,Se,Media,50–100K
ai research scientist,"git, computer vision, mlops, deep learning",131757.0,Ex,Retail,100–150K
autonomous systems engineer,"java, nlp, pytorch, sql",179763.0,Se,Telecommunications,150–200K
deep learning engineer,"scala, java, r, docker, deep learning",54017.0,En,Technology,50–100K
nlp engineer,"sql, tableau, python, data visualization, gcp",41811.0,En,Gaming,<50K
data analyst,"docker, r, python",89500.0,Mi,Government,50–100K
ai specialist,"spark, kubernetes, scala",115817.0,Se,Automotive,100–150K
autonomous systems engineer,"scala, pytorch, hadoop",227863.0,Ex,Government,200K+
ai product manager,"git, data visualization, nlp",78244.0,En,Healthcare,50–100K
machine learning researcher,"mlops, sql, deep learning, nlp",162762.0,Ex,Healthcare,150–200K
ai product manager,"mlops, gcp, kubernetes",203007.0,Ex,Media,200K+
ai consultant,"sql, mlops, kubernetes, hadoop",87707.0,Se,Finance,50–100K
data analyst,"java, mlops, scala, azure, deep learning",66052.0,Mi,Healthcare,50–100K
ai software engineer,"deep learning, linux, python, docker, git",186783.0,Ex,Consulting,150–200K
machine learning researcher,"r, aws, sql",86969.0,Se,Gaming,50–100K
robotics engineer,"r, docker, linux, python, data visualization",92941.0,Se,Telecommunications,50–100K
data analyst,"sql, deep learning, python",195405.0,Se,Technology,150–200K
head of ai,"hadoop, nlp, spark, data visualization",135743.0,Mi,Education,100–150K
machine learning researcher,"spark, hadoop, kubernetes",62950.0,Mi,Energy,50–100K
data scientist,"pytorch, nlp, tableau, computer vision",289435.0,Ex,Retail,200K+
data analyst,"linux, aws, azure",103040.0,En,Consulting,100–150K
machine learning engineer,"data visualization, python, tensorflow",102678.0,Se,Consulting,100–150K
machine learning researcher,"mathematics, linux, python",131748.0,Ex,Telecommunications,100–150K
data engineer,"python, linux, statistics, kubernetes",123064.0,Se,Retail,100–150K
data scientist,"python, linux, tensorflow, mathematics, hadoop",111672.0,En,Real Estate,100–150K
data scientist,"azure, r, git, mlops",136910.0,Se,Healthcare,100–150K
ml ops engineer,"pytorch, scala, git",146263.0,Ex,Healthcare,100–150K
machine learning researcher,"scala, data visualization, kubernetes, python",128119.0,Ex,Education,100–150K
ai specialist,"sql, python, statistics, gcp",55093.0,En,Manufacturing,50–100K
ai product manager,"gcp, deep learning, aws, spark, tableau",47244.0,En,Telecommunications,<50K
ai architect,"sql, pytorch, aws, java",73307.0,Mi,Retail,50–100K
computer vision engineer,"computer vision, python, gcp",172415.0,Ex,Finance,150–200K
data engineer,"aws, sql, data visualization, pytorch, docker",55042.0,Mi,Government,50–100K
nlp engineer,"git, linux, azure, python",103322.0,Se,Education,100–150K
ai consultant,"linux, kubernetes, mlops, tensorflow",275544.0,Ex,Retail,200K+
machine learning researcher,"python, nlp, mlops, sql, statistics",61256.0,Mi,Media,50–100K
ai software engineer,"tableau, mlops, deep learning",171629.0,Ex,Finance,150–200K
ml ops engineer,"linux, python, git, data visualization",85337.0,Se,Technology,50–100K
head of ai,"aws, tableau, computer vision, gcp",117819.0,Mi,Manufacturing,100–150K
data scientist,"spark, python, mathematics, git",75782.0,Se,Energy,50–100K
machine learning researcher,"r, git, mathematics, java, python",193717.0,Ex,Energy,150–200K
ai specialist,"spark, tensorflow, pytorch, mathematics, git",133978.0,Mi,Healthcare,100–150K
ai consultant,"data visualization, linux, azure",72226.0,En,Retail,50–100K
ai consultant,"gcp, python, spark, nlp, kubernetes",60900.0,Mi,Education,50–100K
principal data scientist,"linux, mlops, spark, sql, azure",52538.0,Mi,Energy,50–100K
ai architect,"kubernetes, java, azure, gcp",156172.0,Ex,Consulting,150–200K
ml ops engineer,"linux, kubernetes, data visualization, gcp, scala",65473.0,En,Healthcare,50–100K
ml ops engineer,"hadoop, gcp, aws",69013.0,Mi,Manufacturing,50–100K
head of ai,"git, deep learning, mlops, statistics, pytorch",85908.0,Se,Manufacturing,50–100K
ml ops engineer,"python, computer vision, git, kubernetes",40719.0,En,Healthcare,<50K
ai consultant,"deep learning, sql, pytorch",72876.0,En,Automotive,50–100K
data scientist,"scala, tableau, nlp",86032.0,Se,Consulting,50–100K
machine learning researcher,"pytorch, git, computer vision, linux",275914.0,Ex,Education,200K+
machine learning researcher,"scala, python, git, hadoop, tableau",211142.0,Ex,Consulting,200K+
ai research scientist,"mathematics, computer vision, nlp, gcp, git",154290.0,Ex,Government,150–200K
head of ai,"aws, java, azure, git",47057.0,En,Media,<50K
ml ops engineer,"spark, java, data visualization",122390.0,Se,Gaming,100–150K
data engineer,"python, scala, computer vision, azure, mlops",114270.0,Mi,Government,100–150K
machine learning researcher,"tensorflow, tableau, pytorch, hadoop, python",41320.0,En,Technology,<50K
data engineer,"mlops, linux, mathematics, nlp",89494.0,Se,Consulting,50–100K
ai specialist,"linux, azure, computer vision, r",75304.0,En,Automotive,50–100K
data analyst,"python, azure, r",361541.0,Ex,Retail,200K+
head of ai,"git, kubernetes, statistics, azure, linux",76401.0,Mi,Technology,50–100K
ml ops engineer,"python, tensorflow, spark",65996.0,Mi,Automotive,50–100K
autonomous systems engineer,"spark, gcp, java",178482.0,Ex,Automotive,150–200K
ai product manager,"data visualization, linux, computer vision, sql",68838.0,Mi,Transportation,50–100K
ai research scientist,"spark, aws, mathematics, mlops",44236.0,En,Consulting,<50K
machine learning researcher,"git, mathematics, deep learning, java, sql",316575.0,Ex,Finance,200K+
principal data scientist,"java, pytorch, r",57537.0,En,Energy,50–100K
deep learning engineer,"python, spark, pytorch, scala, deep learning",111300.0,Se,Gaming,100–150K
ai software engineer,"sql, pytorch, kubernetes, r, tensorflow",39402.0,En,Media,<50K
computer vision engineer,"sql, git, mathematics",68035.0,Mi,Retail,50–100K
ai architect,"deep learning, spark, data visualization",156224.0,Ex,Gaming,150–200K
machine learning engineer,"linux, git, deep learning",51565.0,En,Retail,50–100K
computer vision engineer,"kubernetes, linux, tableau, python, tensorflow",130445.0,Se,Healthcare,100–150K
ai consultant,"gcp, python, nlp, deep learning",211287.0,Ex,Automotive,200K+
ai research scientist,"linux, docker, data visualization, kubernetes, java",54416.0,Mi,Government,50–100K
ai product manager,"r, tableau, kubernetes, computer vision",124105.0,Se,Manufacturing,100–150K
head of ai,"statistics, python, computer vision, tensorflow",125538.0,Mi,Government,100–150K
data scientist,"python, nlp, azure",62174.0,Mi,Automotive,50–100K
machine learning engineer,"azure, sql, statistics, tableau, computer vision",85696.0,En,Transportation,50–100K
machine learning engineer,"deep learning, java, nlp",201243.0,Ex,Education,200K+
data analyst,"sql, azure, java, tensorflow, docker",83339.0,Mi,Telecommunications,50–100K
research scientist,"mathematics, sql, python, java",159232.0,Ex,Manufacturing,150–200K
ai specialist,"docker, scala, git, r, mlops",144647.0,Ex,Automotive,100–150K
deep learning engineer,"docker, java, r, sql, tableau",82260.0,En,Energy,50–100K
deep learning engineer,"linux, sql, computer vision, python, aws",86657.0,Se,Technology,50–100K
robotics engineer,"aws, tableau, kubernetes, spark, data visualization",102083.0,Ex,Education,100–150K
head of ai,"gcp, git, nlp, computer vision, python",223945.0,Ex,Telecommunications,200K+
machine learning engineer,"nlp, hadoop, deep learning, python, java",115871.0,Se,Media,100–150K
ai research scientist,"python, tensorflow, deep learning, git",80733.0,En,Finance,50–100K
data scientist,"sql, kubernetes, tableau, linux",50634.0,En,Technology,50–100K
principal data scientist,"tableau, hadoop, statistics, mathematics",121271.0,Mi,Telecommunications,100–150K
computer vision engineer,"sql, linux, git, python",109585.0,Mi,Automotive,100–150K
autonomous systems engineer,"sql, scala, gcp, computer vision, data visualization",72800.0,En,Energy,50–100K
ai research scientist,"aws, kubernetes, nlp, scala, azure",206448.0,Ex,Retail,200K+
principal data scientist,"mlops, aws, azure, deep learning",118220.0,Se,Transportation,100–150K
autonomous systems engineer,"r, computer vision, data visualization",75856.0,En,Government,50–100K
ai product manager,"azure, sql, data visualization",94561.0,Mi,Manufacturing,50–100K
ai architect,"spark, r, java, hadoop",197656.0,Ex,Automotive,150–200K
ai product manager,"mlops, git, r",139936.0,Ex,Energy,100–150K
machine learning researcher,"computer vision, r, nlp, scala",120932.0,Se,Automotive,100–150K
autonomous systems engineer,"tableau, kubernetes, spark, pytorch",79810.0,Mi,Real Estate,50–100K
ai consultant,"kubernetes, hadoop, computer vision",175527.0,Ex,Energy,150–200K
machine learning researcher,"sql, data visualization, gcp, computer vision, git",70893.0,En,Retail,50–100K
robotics engineer,"sql, linux, scala",55445.0,En,Government,50–100K
data analyst,"git, python, gcp",86027.0,Mi,Healthcare,50–100K
machine learning researcher,"mathematics, tableau, scala",224367.0,Ex,Media,200K+
data scientist,"python, r, linux, gcp, aws",305068.0,Ex,Telecommunications,200K+
data analyst,"scala, data visualization, hadoop",70693.0,Mi,Telecommunications,50–100K
ai software engineer,"tableau, pytorch, sql, spark, hadoop",73530.0,Mi,Consulting,50–100K
data scientist,"azure, aws, tableau",43539.0,En,Telecommunications,<50K
ai specialist,"kubernetes, computer vision, python, tensorflow, deep learning",140451.0,Se,Finance,100–150K
autonomous systems engineer,"git, pytorch, computer vision",113342.0,Se,Transportation,100–150K
head of ai,"deep learning, python, r, tableau, mlops",201318.0,Ex,Gaming,200K+
ai research scientist,"r, git, mlops, python, gcp",146911.0,Ex,Technology,100–150K
principal data scientist,"sql, java, docker, gcp, linux",163176.0,Ex,Transportation,150–200K
ml ops engineer,"java, nlp, tableau",43632.0,En,Automotive,<50K
head of ai,"python, spark, data visualization, gcp, tensorflow",95872.0,Mi,Manufacturing,50–100K
research scientist,"r, deep learning, scala",161876.0,Ex,Automotive,150–200K
ai product manager,"deep learning, linux, sql, azure",75610.0,En,Healthcare,50–100K
research scientist,"sql, linux, data visualization, azure, tensorflow",72876.0,En,Finance,50–100K
data scientist,"spark, tensorflow, r, scala, aws",83330.0,Mi,Government,50–100K
ai architect,"mathematics, mlops, hadoop, docker",95250.0,Mi,Energy,50–100K
machine learning researcher,"data visualization, scala, docker, hadoop, gcp",108543.0,Se,Transportation,100–150K
machine learning engineer,"r, sql, mlops, pytorch, computer vision",64970.0,Mi,Energy,50–100K
robotics engineer,"git, mathematics, sql, deep learning, python",131824.0,Ex,Technology,100–150K
autonomous systems engineer,"git, aws, docker, deep learning, statistics",52752.0,En,Real Estate,50–100K
ai specialist,"git, aws, tensorflow",123371.0,Se,Finance,100–150K
data engineer,"python, tableau, git",148785.0,Ex,Automotive,100–150K
robotics engineer,"linux, kubernetes, git, computer vision, azure",312110.0,Ex,Energy,200K+
ai specialist,"python, azure, statistics",119135.0,Ex,Finance,100–150K
principal data scientist,"computer vision, statistics, tableau, data visualization",72459.0,En,Retail,50–100K
ai software engineer,"java, kubernetes, sql, aws, docker",84673.0,Se,Media,50–100K
ai product manager,"docker, nlp, tableau, statistics",95182.0,Se,Retail,50–100K
machine learning engineer,"python, azure, tensorflow, deep learning",105881.0,Mi,Media,100–150K
data analyst,"pytorch, docker, linux, computer vision",127299.0,Ex,Finance,100–150K
ml ops engineer,"java, python, kubernetes",90413.0,Se,Manufacturing,50–100K
head of ai,"scala, java, linux",102801.0,En,Telecommunications,100–150K
data analyst,"python, tensorflow, pytorch",112517.0,Se,Telecommunications,100–150K
principal data scientist,"computer vision, aws, git, pytorch, data visualization",270468.0,Ex,Education,200K+
